VMW,151.24
AAPL,121.99
MDB,276.27
TXN,164.63
MSFT,228.12
MA,357.0
V,217.65
AMD,88.0
DOCU,246.0
PAYC,419.98
SQ,215.0
PANW,298.5
PYPL,216.07
TWLO,321.0
NVDA,587.66
FIZZ,98.75
SPOT,284.11
ADSK,282.4929
OKTA,241.97
ROK,267.48
ZM,505.88
MCO,304.64
ADBE,502.53
CVNA,250.66
TEAM,224.0
FB,297.38
CRM,270.92
BA,222.95
